policy_name,scope,num_decisions,num_correct,accuracy,base_accuracy,wins_vs_base,regressions_vs_base,branch_rate,mean_branches_spawned,mean_selected_requests,mean_total_branch_requests
trigger=broad_suspicion|budget=1|judge=highest_bayes_posterior,n25_r01,49,45,0.9183673469387755,0.8979591836734694,1,0,0.2857142857142857,0.2857142857142857,6.836734693877551,9.979591836734693
trigger=broad_suspicion|budget=1|judge=highest_bayes_posterior,n25_r02,49,44,0.8979591836734694,0.8571428571428571,2,0,0.2857142857142857,0.2857142857142857,6.673469387755102,9.755102040816327
trigger=broad_suspicion|budget=1|judge=highest_bayes_posterior,n25_r03,49,44,0.8979591836734694,0.8571428571428571,2,0,0.2857142857142857,0.2857142857142857,6.816326530612245,9.387755102040817
trigger=broad_suspicion|budget=1|judge=highest_graph_support,all_base_runs,245,225,0.9183673469387755,0.8816326530612245,9,0,0.2816326530612245,0.2816326530612245,6.697959183673469,9.33469387755102
trigger=broad_suspicion|budget=1|judge=highest_graph_support,n13_frozen,49,46,0.9387755102040817,0.8775510204081632,3,0,0.2857142857142857,0.2857142857142857,6.530612244897959,8.979591836734693
trigger=broad_suspicion|budget=1|judge=highest_graph_support,n24_base,49,46,0.9387755102040817,0.9183673469387755,1,0,0.2653061224489796,0.2653061224489796,6.428571428571429,8.571428571428571
trigger=broad_suspicion|budget=1|judge=highest_graph_support,n25_r01,49,45,0.9183673469387755,0.8979591836734694,1,0,0.2857142857142857,0.2857142857142857,6.979591836734694,9.979591836734693
trigger=broad_suspicion|budget=1|judge=highest_graph_support,n25_r02,49,44,0.8979591836734694,0.8571428571428571,2,0,0.2857142857142857,0.2857142857142857,6.857142857142857,9.755102040816327
trigger=broad_suspicion|budget=1|judge=highest_graph_support,n25_r03,49,44,0.8979591836734694,0.8571428571428571,2,0,0.2857142857142857,0.2857142857142857,6.6938775510204085,9.387755102040817
trigger=broad_suspicion|budget=1|judge=highest_mlp_confidence,all_base_runs,245,220,0.8979591836734694,0.8816326530612245,7,3,0.2816326530612245,0.2816326530612245,6.526530612244898,9.33469387755102
trigger=broad_suspicion|budget=1|judge=highest_mlp_confidence,n13_frozen,49,45,0.9183673469387755,0.8775510204081632,2,0,0.2857142857142857,0.2857142857142857,6.591836734693878,8.979591836734693
trigger=broad_suspicion|budget=1|judge=highest_mlp_confidence,n24_base,49,44,0.8979591836734694,0.9183673469387755,0,1,0.2653061224489796,0.2653061224489796,6.346938775510204,8.571428571428571
trigger=broad_suspicion|budget=1|judge=highest_mlp_confidence,n25_r01,49,44,0.8979591836734694,0.8979591836734694,1,1,0.2857142857142857,0.2857142857142857,6.591836734693878,9.979591836734693
trigger=broad_suspicion|budget=1|judge=highest_mlp_confidence,n25_r02,49,44,0.8979591836734694,0.8571428571428571,2,0,0.2857142857142857,0.2857142857142857,6.530612244897959,9.755102040816327
trigger=broad_suspicion|budget=1|judge=highest_mlp_confidence,n25_r03,49,43,0.8775510204081632,0.8571428571428571,2,1,0.2857142857142857,0.2857142857142857,6.571428571428571,9.387755102040817
trigger=broad_suspicion|budget=1|judge=highest_mlp_margin,all_base_runs,245,217,0.8857142857142857,0.8816326530612245,4,3,0.2816326530612245,0.2816326530612245,6.4,9.33469387755102
trigger=broad_suspicion|budget=1|judge=highest_mlp_margin,n13_frozen,49,45,0.9183673469387755,0.8775510204081632,2,0,0.2857142857142857,0.2857142857142857,6.571428571428571,8.979591836734693
trigger=broad_suspicion|budget=1|judge=highest_mlp_margin,n24_base,49,44,0.8979591836734694,0.9183673469387755,0,1,0.2653061224489796,0.2653061224489796,6.346938775510204,8.571428571428571
trigger=broad_suspicion|budget=1|judge=highest_mlp_margin,n25_r01,49,43,0.8775510204081632,0.8979591836734694,0,1,0.2857142857142857,0.2857142857142857,6.448979591836735,9.979591836734693
trigger=broad_suspicion|budget=1|judge=highest_mlp_margin,n25_r02,49,43,0.8775510204081632,0.8571428571428571,1,0,0.2857142857142857,0.2857142857142857,6.204081632653061,9.755102040816327
trigger=broad_suspicion|budget=1|judge=highest_mlp_margin,n25_r03,49,42,0.8571428571428571,0.8571428571428571,1,1,0.2857142857142857,0.2857142857142857,6.428571428571429,9.387755102040817
trigger=broad_suspicion|budget=1|judge=majority_vote,all_base_runs,245,216,0.8816326530612245,0.8816326530612245,0,0,0.2816326530612245,0.2816326530612245,6.726530612244898,9.33469387755102
trigger=broad_suspicion|budget=1|judge=majority_vote,n13_frozen,49,43,0.8775510204081632,0.8775510204081632,0,0,0.2857142857142857,0.2857142857142857,6.591836734693878,8.979591836734693
trigger=broad_suspicion|budget=1|judge=majority_vote,n24_base,49,45,0.9183673469387755,0.9183673469387755,0,0,0.2653061224489796,0.2653061224489796,6.204081632653061,8.571428571428571
trigger=broad_suspicion|budget=1|judge=majority_vote,n25_r01,49,44,0.8979591836734694,0.8979591836734694,0,0,0.2857142857142857,0.2857142857142857,7.0,9.979591836734693
trigger=broad_suspicion|budget=1|judge=majority_vote,n25_r02,49,42,0.8571428571428571,0.8571428571428571,0,0,0.2857142857142857,0.2857142857142857,7.020408163265306,9.755102040816327
trigger=broad_suspicion|budget=1|judge=majority_vote,n25_r03,49,42,0.8571428571428571,0.8571428571428571,0,0,0.2857142857142857,0.2857142857142857,6.816326530612245,9.387755102040817
trigger=broad_suspicion|budget=2|judge=base_reference,all_base_runs,245,216,0.8816326530612245,0.8816326530612245,0,0,0.2816326530612245,0.563265306122449,6.726530612244898,11.808163265306122
